Date,Loc,Opp_name,Win,Score,Opp_score,6,7,8,Threes,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Opp_Threes,27,28,29,30,31,32,33,34,35,36,37,38,result,Game_Number,Mean_Score,Avg_Score,Opp_Avg_Score,Avg_Mean_Score,Avg_Threes,Opp_Avg_Threes,Avg_Result,Pct_Margin,Home,Away,Neutral,Avg_Result_Fin,Avg_Result_NC
2015-11-13,,North Dakota State,0,71.0,79.0,26.0,61.0,0.426,4.0,13.0,0.308,15.0,31.0,0.484,11.0,43.0,13.0,5.0,3.0,12.0,14.0,,34.0,77.0,0.442,7.0,23.0,0.304,4.0,9.0,0.444,12.0,41.0,13.0,7.0,1.0,9.0,21.0,-8.0,1,75.0,,,,,,,,1,0,0,-4.321428571428569,
2015-11-15,,Portland,1,79.0,66.0,29.0,57.0,0.509,7.0,14.0,0.5,14.0,18.0,0.778,9.0,48.0,12.0,4.0,2.0,20.0,17.0,,27.0,80.0,0.338,11.0,31.0,0.355,1.0,6.0,0.167,14.0,31.0,12.0,9.0,5.0,11.0,20.0,13.0,2,72.5,71.0,79.0,75.0,-0.14451027759684631,-0.04770157729376201,-8.0,-0.10666666666666667,1,0,0,-4.321428571428569,-8.0
2015-11-24,@,Sacramento State,0,79.0,84.0,26.0,52.0,0.5,9.0,22.0,0.409,18.0,25.0,0.72,9.0,36.0,13.0,3.0,0.0,19.0,30.0,,25.0,60.0,0.417,6.0,15.0,0.4,28.0,34.0,0.824,10.0,29.0,15.0,9.0,2.0,6.0,24.0,-5.0,3,81.5,75.0,72.5,73.75,-0.09352436210388856,0.05888943099955973,2.5,0.03389830508474576,0,1,0,-4.321428571428569,2.5
2015-11-28,@,Utah Valley,1,82.0,70.0,30.0,59.0,0.508,7.0,13.0,0.538,15.0,23.0,0.652,8.0,34.0,16.0,11.0,0.0,11.0,15.0,,26.0,52.0,0.5,8.0,26.0,0.308,10.0,15.0,0.667,3.0,24.0,18.0,7.0,0.0,16.0,20.0,12.0,4,76.0,76.33333333333333,76.33333333333333,76.33333333333333,-0.05151562847943442,0.0008861182454564243,0.0,0.0,0,1,0,-4.321428571428569,0.0
2015-12-02,,Sacramento State,1,66.0,61.0,23.0,51.0,0.451,6.0,12.0,0.5,14.0,24.0,0.583,6.0,36.0,12.0,7.0,1.0,13.0,15.0,,23.0,61.0,0.377,7.0,25.0,0.28,8.0,16.0,0.5,9.0,37.0,14.0,5.0,4.0,10.0,25.0,5.0,5,63.5,77.75,74.75,76.25,-0.05307420133218438,0.0075458720098238175,3.0,0.03934426229508197,1,0,0,-4.321428571428569,3.0
2015-12-04,@,Saint Mary's,0,67.0,81.0,26.0,59.0,0.441,7.0,18.0,0.389,8.0,14.0,0.571,4.0,25.0,12.0,3.0,1.0,8.0,23.0,,27.0,52.0,0.519,12.0,29.0,0.414,15.0,23.0,0.652,6.0,39.0,22.0,5.0,3.0,12.0,16.0,-14.0,6,74.0,75.4,72.0,73.7,-0.05092489260786737,0.01147563789611139,3.4000000000000057,0.04613297150610591,0,1,0,-4.321428571428569,3.4000000000000057
2015-12-15,@,San Diego,0,55.0,61.0,18.0,46.0,0.391,4.0,11.0,0.364,15.0,27.0,0.556,6.0,32.0,8.0,8.0,1.0,14.0,22.0,,21.0,52.0,0.404,7.0,23.0,0.304,12.0,23.0,0.522,9.0,35.0,14.0,7.0,11.0,13.0,26.0,-6.0,7,58.0,74.0,73.5,73.75,-0.04325409183361828,0.03341441340631551,0.5,0.006779661016949152,0,1,0,-4.321428571428569,0.5
2015-12-19,,Air Force,0,60.0,67.0,24.0,63.0,0.381,4.0,23.0,0.174,8.0,13.0,0.615,14.0,35.0,6.0,7.0,2.0,15.0,17.0,,24.0,48.0,0.5,8.0,19.0,0.421,11.0,17.0,0.647,4.0,27.0,14.0,3.0,2.0,15.0,15.0,-7.0,8,63.5,71.28571428571429,71.71428571428571,71.5,-0.048995303987656114,0.03308918371284453,-0.4285714285714164,-0.005994005994005824,1,0,0,-4.321428571428569,-0.4285714285714164
2015-12-22,,Idaho,0,51.0,68.0,14.0,40.0,0.35,4.0,15.0,0.267,19.0,32.0,0.594,7.0,26.0,8.0,7.0,2.0,16.0,15.0,,26.0,56.0,0.464,7.0,18.0,0.389,9.0,10.0,0.9,9.0,33.0,16.0,7.0,3.0,15.0,25.0,-17.0,9,59.5,69.875,71.125,70.5,-0.0559214998498635,0.03445454826517996,-1.25,-0.01773049645390071,1,0,0,-4.321428571428569,-1.25
2015-12-28,@,Seattle,0,75.0,80.0,27.0,59.0,0.458,9.0,23.0,0.391,12.0,21.0,0.571,10.0,28.0,13.0,12.0,1.0,18.0,25.0,,27.0,57.0,0.474,10.0,27.0,0.37,16.0,23.0,0.696,10.0,29.0,19.0,9.0,1.0,21.0,22.0,-5.0,10,77.5,67.77777777777777,70.77777777777777,69.27777777777777,-0.057786657185855794,0.030274695980883837,-3.0,-0.04330392943063353,0,1,0,-4.321428571428569,-3.0
2015-12-30,@,Boise State,0,56.0,64.0,24.0,48.0,0.5,4.0,13.0,0.308,4.0,7.0,0.571,2.0,22.0,11.0,4.0,3.0,16.0,22.0,,20.0,49.0,0.408,6.0,21.0,0.286,18.0,26.0,0.692,4.0,23.0,12.0,10.0,2.0,12.0,13.0,-8.0,11,60.0,68.5,71.7,70.1,-0.04637107743235569,0.03375597262414487,-3.200000000000003,-0.04564907275320974,0,1,0,-4.321428571428569,-3.0
2016-01-07,@,UC-Irvine,0,55.0,76.0,15.0,50.0,0.3,3.0,13.0,0.231,22.0,29.0,0.759,9.0,29.0,5.0,5.0,4.0,12.0,20.0,,27.0,51.0,0.529,7.0,12.0,0.583,15.0,23.0,0.652,6.0,34.0,14.0,9.0,7.0,14.0,25.0,-21.0,12,65.5,67.36363636363636,71.0,69.18181818181819,-0.050366467367046475,0.028345036103537835,-3.6363636363636402,-0.05256241787122213,0,1,0,-4.321428571428569,-3.0
2016-01-09,@,Long Beach State,0,47.0,59.0,20.0,50.0,0.4,3.0,10.0,0.3,4.0,10.0,0.4,6.0,35.0,5.0,6.0,0.0,17.0,15.0,,23.0,57.0,0.404,5.0,16.0,0.313,8.0,13.0,0.615,10.0,34.0,13.0,10.0,4.0,12.0,14.0,-12.0,13,53.0,66.33333333333333,71.41666666666667,68.875,-0.057242955068712686,0.02253164723100054,-5.083333333333343,-0.07380520266182712,0,1,0,-4.321428571428569,-3.0
2016-01-14,,Cal State Northridge,1,63.0,62.0,25.0,53.0,0.472,7.0,11.0,0.636,6.0,15.0,0.4,8.0,31.0,14.0,4.0,3.0,13.0,16.0,,26.0,54.0,0.481,1.0,8.0,0.125,9.0,13.0,0.692,4.0,24.0,16.0,6.0,6.0,8.0,17.0,1.0,14,62.5,64.84615384615384,70.46153846153847,67.65384615384616,-0.06085532295798107,0.017261664096984763,-5.615384615384627,-0.08300170551449704,1,0,0,-4.321428571428569,-3.0
2016-01-21,,UC-Riverside,1,58.0,55.0,20.0,46.0,0.435,5.0,13.0,0.385,13.0,16.0,0.813,6.0,26.0,12.0,9.0,3.0,16.0,14.0,,22.0,53.0,0.415,7.0,23.0,0.304,4.0,5.0,0.8,10.0,33.0,12.0,9.0,2.0,20.0,18.0,3.0,15,56.5,64.71428571428571,69.85714285714286,67.28571428571429,-0.055246216408524285,-0.0006409265210665094,-5.142857142857153,-0.07643312101910843,1,0,0,-4.321428571428569,-3.0
2016-01-23,@,Hawaii,0,62.0,78.0,24.0,47.0,0.511,3.0,9.0,0.333,11.0,17.0,0.647,5.0,18.0,9.0,5.0,0.0,13.0,18.0,,26.0,48.0,0.542,10.0,27.0,0.37,16.0,19.0,0.842,6.0,24.0,17.0,10.0,3.0,9.0,18.0,-16.0,16,70.0,64.26666666666667,68.86666666666666,66.56666666666666,-0.05522560691716655,0.0030293649048239724,-4.599999999999994,-0.06910365548322475,0,1,0,-4.321428571428569,-3.0
2016-01-27,,Cal State Fullerton,1,69.0,64.0,25.0,57.0,0.439,7.0,16.0,0.438,12.0,17.0,0.706,8.0,29.0,9.0,4.0,1.0,10.0,19.0,,20.0,46.0,0.435,6.0,17.0,0.353,18.0,25.0,0.72,6.0,32.0,8.0,6.0,4.0,16.0,19.0,5.0,17,66.5,64.125,69.4375,66.78125,-0.06206237379979501,0.0078077711094327595,-5.3125,-0.0795507721104352,1,0,0,-4.321428571428569,-3.0
2016-01-30,,Cal Poly,1,66.0,52.0,26.0,57.0,0.456,3.0,10.0,0.3,11.0,13.0,0.846,10.0,33.0,12.0,7.0,1.0,6.0,11.0,,22.0,51.0,0.431,5.0,18.0,0.278,3.0,5.0,0.6,5.0,24.0,10.0,4.0,1.0,11.0,16.0,14.0,18,59.0,64.41176470588235,69.11764705882354,66.76470588235294,-0.05872984155594335,0.005624574066324162,-4.705882352941188,-0.07048458149779753,1,0,0,-4.321428571428569,-3.0
2016-02-04,@,Cal State Fullerton,0,57.0,61.0,17.0,56.0,0.304,5.0,22.0,0.227,18.0,21.0,0.857,5.0,31.0,8.0,3.0,1.0,11.0,20.0,,21.0,59.0,0.356,3.0,17.0,0.176,16.0,24.0,0.667,14.0,49.0,9.0,2.0,1.0,14.0,18.0,-4.0,19,59.0,64.5,68.16666666666667,66.33333333333333,-0.0654623466000126,0.004324048654057666,-3.6666666666666714,-0.05527638190954781,0,1,0,-4.321428571428569,-3.0
2016-02-06,@,UC-Riverside,1,50.0,49.0,19.0,55.0,0.345,4.0,16.0,0.25,8.0,15.0,0.533,8.0,34.0,9.0,8.0,0.0,11.0,20.0,,13.0,47.0,0.277,4.0,19.0,0.211,19.0,25.0,0.76,9.0,40.0,8.0,9.0,0.0,15.0,16.0,1.0,20,49.5,64.10526315789474,67.78947368421052,65.94736842105263,-0.06475588919748462,-0.003741753408236348,-3.6842105263157805,-0.05586592178770936,0,1,0,-4.321428571428569,-3.0
2016-02-11,,UCSB,0,66.0,72.0,22.0,51.0,0.431,11.0,22.0,0.5,11.0,16.0,0.688,8.0,24.0,13.0,3.0,2.0,14.0,19.0,,22.0,53.0,0.415,5.0,18.0,0.278,23.0,26.0,0.885,11.0,31.0,12.0,10.0,1.0,10.0,19.0,-6.0,21,69.0,63.4,66.85,65.125,-0.06510164917013461,-0.006119724856319342,-3.4499999999999957,-0.05297504798464485,1,0,0,-4.321428571428569,-3.0
2016-02-13,,Long Beach State,0,48.0,57.0,17.0,49.0,0.347,1.0,11.0,0.091,13.0,17.0,0.765,4.0,26.0,6.0,8.0,3.0,21.0,19.0,,20.0,56.0,0.357,3.0,22.0,0.136,14.0,17.0,0.824,11.0,36.0,11.0,9.0,7.0,15.0,14.0,-9.0,22,52.5,63.523809523809526,67.0952380952381,65.30952380952381,-0.05265479688649727,-0.011182275517657214,-3.5714285714285765,-0.05468465184105002,1,0,0,-4.321428571428569,-3.0
2016-02-18,@,Cal Poly,0,53.0,58.0,19.0,50.0,0.38,7.0,17.0,0.412,8.0,10.0,0.8,3.0,22.0,14.0,7.0,1.0,10.0,16.0,,20.0,60.0,0.333,5.0,22.0,0.227,13.0,15.0,0.867,19.0,43.0,9.0,6.0,6.0,13.0,12.0,-5.0,23,55.5,62.81818181818182,66.63636363636364,64.72727272727273,-0.059544622595929075,-0.01679857765641246,-3.81818181818182,-0.058988764044943846,0,1,0,-4.321428571428569,-3.0
2016-02-20,@,UCSB,0,55.0,62.0,21.0,54.0,0.389,5.0,19.0,0.263,8.0,14.0,0.571,11.0,38.0,11.0,4.0,0.0,20.0,17.0,,19.0,57.0,0.333,6.0,25.0,0.24,18.0,21.0,0.857,8.0,29.0,11.0,13.0,4.0,12.0,20.0,-7.0,24,58.5,62.391304347826086,66.26086956521739,64.32608695652173,-0.054290912626536625,-0.018248771552707488,-3.8695652173913047,-0.06015545792497466,0,1,0,-4.321428571428569,-3.0
2016-02-27,,UC-Irvine,0,61.0,62.0,26.0,53.0,0.491,7.0,20.0,0.35,2.0,3.0,0.667,4.0,26.0,17.0,5.0,2.0,16.0,15.0,,25.0,59.0,0.424,7.0,16.0,0.438,5.0,10.0,0.5,10.0,33.0,19.0,7.0,4.0,14.0,13.0,-1.0,25,61.5,62.083333333333336,66.08333333333333,64.08333333333333,-0.0537928184797275,-0.018442394890773817,-3.999999999999993,-0.062418725617685196,1,0,0,-4.321428571428569,-3.0
2016-03-03,,Hawaii,0,65.0,67.0,24.0,51.0,0.471,8.0,15.0,0.533,9.0,16.0,0.563,3.0,26.0,14.0,7.0,2.0,11.0,18.0,,23.0,51.0,0.451,8.0,26.0,0.308,13.0,19.0,0.684,5.0,33.0,14.0,5.0,3.0,15.0,17.0,-2.0,26,66.0,62.04,65.92,63.98,-0.05046826926056169,-0.016801061133014827,-3.8800000000000026,-0.06064395123476091,1,0,0,-4.321428571428569,-3.0
2016-03-05,@,Cal State Northridge,1,87.0,83.0,32.0,76.0,0.421,4.0,14.0,0.286,19.0,27.0,0.704,10.0,44.0,20.0,11.0,2.0,13.0,17.0,,29.0,76.0,0.382,4.0,21.0,0.19,21.0,24.0,0.875,9.0,44.0,19.0,6.0,6.0,19.0,24.0,4.0,27,85.0,62.15384615384615,65.96153846153847,64.0576923076923,-0.04619762943062122,-0.014398997672401714,-3.8076923076923137,-0.059441609126388566,0,1,0,-4.321428571428569,-3.0
2016-03-10,N,UCSB,0,61.0,87.0,23.0,54.0,0.426,9.0,22.0,0.409,6.0,14.0,0.429,3.0,22.0,13.0,4.0,1.0,11.0,16.0,,32.0,59.0,0.542,11.0,23.0,0.478,12.0,17.0,0.706,8.0,37.0,17.0,8.0,1.0,9.0,16.0,-26.0,28,74.0,63.074074074074076,66.5925925925926,64.83333333333333,-0.05280797925010117,-0.021533260880306826,-3.518518518518519,-0.05427020851185377,0,0,1,-4.321428571428569,-3.0
